"Date","NIFTY"
8-Jul-09,4078.9
9-Jul-09,4080.9
10-Jul-09,4003.9
13-Jul-09,3974
14-Jul-09,4111.4
15-Jul-09,4233.5
16-Jul-09,4231.4
17-Jul-09,4374.9
20-Jul-09,4502.2
21-Jul-09,4469.1
22-Jul-09,4398.9
23-Jul-09,4523.7
24-Jul-09,4568.5
27-Jul-09,4572.3
28-Jul-09,4564.1
29-Jul-09,4513.5
30-Jul-09,4571.4
31-Jul-09,4636.4
3-Aug-09,4711.4
4-Aug-09,4680.5
5-Aug-09,4694.1
6-Aug-09,4585.5
7-Aug-09,4481.4
10-Aug-09,4437.6
11-Aug-09,4471.3
12-Aug-09,4457.5
13-Aug-09,4605
14-Aug-09,4580
17-Aug-09,4387.9
18-Aug-09,4458.9
19-Aug-09,4394.1
20-Aug-09,4453.4
21-Aug-09,4528.8
24-Aug-09,4642.8
25-Aug-09,4659.3
26-Aug-09,4680.8
27-Aug-09,4688.2
28-Aug-09,4732.3
31-Aug-09,4662.1
1-Sep-09,4625.3
2-Sep-09,4608.3
3-Sep-09,4593.5
4-Sep-09,4680.4
7-Sep-09,4782.9
8-Sep-09,4805.2
9-Sep-09,4814.2
10-Sep-09,4819.4
11-Sep-09,4829.5
14-Sep-09,4808.6
15-Sep-09,4892.1
16-Sep-09,4958.4
17-Sep-09,4965.5
18-Sep-09,4976
22-Sep-09,5020.2
23-Sep-09,4969.9
24-Sep-09,4986.5
25-Sep-09,4958.9
29-Sep-09,5006.8
30-Sep-09,5083.9
1-Oct-09,5083.4
5-Oct-09,5003.2
6-Oct-09,5027.4
7-Oct-09,4985.7
8-Oct-09,5002.2
9-Oct-09,4945.2
12-Oct-09,5054.2
14-Oct-09,5118.2
15-Oct-09,5108.8
16-Oct-09,5142.1
17-Oct-09,5141.8
20-Oct-09,5114.4
21-Oct-09,5063.6
22-Oct-09,4988.6
23-Oct-09,4997
26-Oct-09,4970.9
27-Oct-09,4846.7
28-Oct-09,4826.1
29-Oct-09,4750.5
30-Oct-09,4711.7
3-Nov-09,4563.9
4-Nov-09,4710.8
5-Nov-09,4765.5
6-Nov-09,4796.1
9-Nov-09,4898.4
10-Nov-09,4881.7
11-Nov-09,5003.9
12-Nov-09,4952.6
13-Nov-09,4998.9
16-Nov-09,5058
17-Nov-09,5062.2
18-Nov-09,5054.7
19-Nov-09,4989
20-Nov-09,5052.4
23-Nov-09,5103.5
24-Nov-09,5090.5
25-Nov-09,5108.1
26-Nov-09,5005.5
27-Nov-09,4941.7
30-Nov-09,5032.7
1-Dec-09,5122
2-Dec-09,5123.2
3-Dec-09,5131.7
4-Dec-09,5108.9
7-Dec-09,5066.7
8-Dec-09,5147.9
9-Dec-09,5112
10-Dec-09,5134.6
11-Dec-09,5117.3
14-Dec-09,5105.7
15-Dec-09,5033
16-Dec-09,5042
17-Dec-09,5041.7
18-Dec-09,4987.7
21-Dec-09,4952.6
22-Dec-09,4985.8
23-Dec-09,5144.6
24-Dec-09,5178.4
29-Dec-09,5187.9
30-Dec-09,5169.4
31-Dec-09,5201
4-Jan-10,5232.2
5-Jan-10,5277.9
6-Jan-10,5281.8
7-Jan-10,5263.1
8-Jan-10,5244.7
11-Jan-10,5249.4
12-Jan-10,5210.4
13-Jan-10,5233.9
14-Jan-10,5259.9
15-Jan-10,5252.2
18-Jan-10,5274.8
19-Jan-10,5225.6
20-Jan-10,5221.7
21-Jan-10,5094.1
22-Jan-10,5036
25-Jan-10,5007.9
27-Jan-10,4853.1
28-Jan-10,4867.2
29-Jan-10,4882
1-Feb-10,4899.7
2-Feb-10,4830.1
3-Feb-10,4931.8
4-Feb-10,4845.3
5-Feb-10,4718.6
6-Feb-10,4757.2
8-Feb-10,4760.4
9-Feb-10,4792.6
10-Feb-10,4757.2
11-Feb-10,4826.8
15-Feb-10,4801.9
16-Feb-10,4855.7
17-Feb-10,4914
18-Feb-10,4887.7
19-Feb-10,4844.9
22-Feb-10,4856.4
23-Feb-10,4870
24-Feb-10,4858.6
25-Feb-10,4859.7
26-Feb-10,4922.3
2-Mar-10,5017
3-Mar-10,5088.1
4-Mar-10,5080.2
5-Mar-10,5088.7
8-Mar-10,5124
9-Mar-10,5101.5
10-Mar-10,5116.2
11-Mar-10,5133.4
12-Mar-10,5137
15-Mar-10,5128.9
16-Mar-10,5198.1
17-Mar-10,5231.9
18-Mar-10,5245.9
19-Mar-10,5262.8
22-Mar-10,5205.2
23-Mar-10,5225.3
25-Mar-10,5260.4
26-Mar-10,5282
29-Mar-10,5302.8
30-Mar-10,5262.4
31-Mar-10,5249.1
1-Apr-10,5290.5
5-Apr-10,5368.4
6-Apr-10,5366
7-Apr-10,5374.6
8-Apr-10,5304.4
9-Apr-10,5361.7
12-Apr-10,5339.7
13-Apr-10,5322.9
15-Apr-10,5273.6
16-Apr-10,5262.6
19-Apr-10,5203.6
20-Apr-10,5230.1
21-Apr-10,5244.9
22-Apr-10,5269.3
23-Apr-10,5304.1
26-Apr-10,5322.4
27-Apr-10,5308.3
28-Apr-10,5215.4
29-Apr-10,5254.1
30-Apr-10,5278
3-May-10,5222.7
4-May-10,5148.5
5-May-10,5124.9
6-May-10,5090.8
7-May-10,5018
10-May-10,5193.6
11-May-10,5136.1
12-May-10,5156.6
13-May-10,5178.9
14-May-10,5093.5
17-May-10,5059.9
18-May-10,5066.2
19-May-10,4919.6
20-May-10,4947.6
21-May-10,4931.1
24-May-10,4943.9
25-May-10,4806.7
26-May-10,4917.4
27-May-10,5003.1
28-May-10,5066.5
31-May-10,5086.3
1-Jun-10,4970.2
2-Jun-10,5019.8
3-Jun-10,5110.5
4-Jun-10,5135.5
7-Jun-10,5034
8-Jun-10,4987.1
9-Jun-10,5000.3
10-Jun-10,5078.6
11-Jun-10,5119.3
14-Jun-10,5197.7
15-Jun-10,5222.3
16-Jun-10,5233.3
17-Jun-10,5274.8
18-Jun-10,5262.6
21-Jun-10,5353.3
22-Jun-10,5316.5
23-Jun-10,5323.1
24-Jun-10,5320.6
25-Jun-10,5269
28-Jun-10,5333.5
29-Jun-10,5256.1
30-Jun-10,5312.5
1-Jul-10,5251.4
2-Jul-10,5237.1
5-Jul-10,5235.9
6-Jul-10,5289
7-Jul-10,5241.1
8-Jul-10,5296.8
9-Jul-10,5352.4
12-Jul-10,5383
13-Jul-10,5400.6
14-Jul-10,5386.1
15-Jul-10,5378.7
16-Jul-10,5393.9
19-Jul-10,5386.4
20-Jul-10,5368
21-Jul-10,5399.3
22-Jul-10,5441.9
23-Jul-10,5449.1
26-Jul-10,5418.6
27-Jul-10,5430.6
28-Jul-10,5397.5
29-Jul-10,5408.9
30-Jul-10,5367.6
2-Aug-10,5431.6
3-Aug-10,5439.5
4-Aug-10,5467.8
5-Aug-10,5447.1
6-Aug-10,5439.2
9-Aug-10,5486.1
10-Aug-10,5460.7
11-Aug-10,5420.6
12-Aug-10,5416.4
13-Aug-10,5452.1
16-Aug-10,5418.3
17-Aug-10,5414.1
18-Aug-10,5479.1
19-Aug-10,5540.2
20-Aug-10,5530.6
23-Aug-10,5543.5
24-Aug-10,5505.1
25-Aug-10,5462.3
26-Aug-10,5477.9
27-Aug-10,5408.7
30-Aug-10,5415.4
31-Aug-10,5402.4
1-Sep-10,5471.8
2-Sep-10,5486.1
3-Sep-10,5479.4
6-Sep-10,5576.9
7-Sep-10,5604
8-Sep-10,5607.8
9-Sep-10,5640
13-Sep-10,5760
14-Sep-10,5795.5
15-Sep-10,5860.9
16-Sep-10,5828.7
17-Sep-10,5884.9
20-Sep-10,5980.4
21-Sep-10,6009
22-Sep-10,5991
23-Sep-10,5959.5
24-Sep-10,6018.3
27-Sep-10,6035.6
28-Sep-10,6029.5
29-Sep-10,5991.3
30-Sep-10,6029.9
1-Oct-10,6143.4
4-Oct-10,6159.4
5-Oct-10,6145.8
6-Oct-10,6186.4
7-Oct-10,6120.3
8-Oct-10,6103.4
11-Oct-10,6135.8
12-Oct-10,6090.9
13-Oct-10,6233.9
14-Oct-10,6177.3
15-Oct-10,6062.6
18-Oct-10,6075.9
19-Oct-10,6027.3
20-Oct-10,5982.1
21-Oct-10,6101.5
22-Oct-10,6066
25-Oct-10,6105.8
26-Oct-10,6082
27-Oct-10,6012.6
28-Oct-10,5987.7
29-Oct-10,6017.7
1-Nov-10,6117.5
2-Nov-10,6119
3-Nov-10,6160.5
4-Nov-10,6281.8
5-Nov-10,6312.4
8-Nov-10,6273.2
9-Nov-10,6301.5
10-Nov-10,6275.7
11-Nov-10,6194.2
12-Nov-10,6071.6
15-Nov-10,6121.6
16-Nov-10,5988.7
18-Nov-10,5998.8
19-Nov-10,5890.3
22-Nov-10,6010
23-Nov-10,5934.7
24-Nov-10,5865.7
25-Nov-10,5799.7
26-Nov-10,5751.9
29-Nov-10,5830
30-Nov-10,5862.7
1-Dec-10,5960.9
2-Dec-10,6011.7
3-Dec-10,5992.8
6-Dec-10,5992.2
7-Dec-10,5976.5
8-Dec-10,5903.7
9-Dec-10,5766.5
10-Dec-10,5857.3
13-Dec-10,5907.6
14-Dec-10,5944.1
15-Dec-10,5892.3
16-Dec-10,5948.7
20-Dec-10,5947
21-Dec-10,6000.6
22-Dec-10,5984.4
23-Dec-10,5980
24-Dec-10,6011.6
27-Dec-10,5998.1
28-Dec-10,5996
29-Dec-10,6060.3
30-Dec-10,6101.8
31-Dec-10,6134.5
3-Jan-11,6157.6
4-Jan-11,6146.3
5-Jan-11,6079.8
6-Jan-11,6048.2
7-Jan-11,5904.6
10-Jan-11,5762.8
11-Jan-11,5754.1
12-Jan-11,5863.2
13-Jan-11,5751.9
14-Jan-11,5654.5
17-Jan-11,5654.7
18-Jan-11,5724
19-Jan-11,5691
20-Jan-11,5711.6
21-Jan-11,5696.5
24-Jan-11,5743.2
25-Jan-11,5687.4
27-Jan-11,5604.3
28-Jan-11,5512.1
31-Jan-11,5505.9
1-Feb-11,5417.2
2-Feb-11,5432
3-Feb-11,5526.7
4-Feb-11,5395.7
7-Feb-11,5396
8-Feb-11,5312.5
9-Feb-11,5253.5
10-Feb-11,5225.8
11-Feb-11,5310
14-Feb-11,5456
15-Feb-11,5481
16-Feb-11,5481.7
17-Feb-11,5546.4
18-Feb-11,5458.9
21-Feb-11,5518.6
22-Feb-11,5469.2
23-Feb-11,5437.3
24-Feb-11,5262.7
25-Feb-11,5303.5
28-Feb-11,5333.2
1-Mar-11,5522.3
3-Mar-11,5536.2
4-Mar-11,5538.7
7-Mar-11,5463.1
8-Mar-11,5520.8
9-Mar-11,5531
10-Mar-11,5494.4
11-Mar-11,5445.4
14-Mar-11,5531.5
15-Mar-11,5449.6
16-Mar-11,5511.1
17-Mar-11,5446.6
18-Mar-11,5373.7
21-Mar-11,5364.7
22-Mar-11,5413.8
23-Mar-11,5480.2
24-Mar-11,5522.4
25-Mar-11,5654.2
28-Mar-11,5687.2
29-Mar-11,5736.3
30-Mar-11,5787.6
31-Mar-11,5833.7
1-Apr-11,5826
4-Apr-11,5908.4
5-Apr-11,5910
6-Apr-11,5891.7
7-Apr-11,5885.7
8-Apr-11,5842
11-Apr-11,5785.7
13-Apr-11,5911.5
15-Apr-11,5824.5
18-Apr-11,5729.1
19-Apr-11,5740.7
20-Apr-11,5851.6
21-Apr-11,5884.7
25-Apr-11,5874.5
26-Apr-11,5868.4
27-Apr-11,5833.9
28-Apr-11,5785.4
29-Apr-11,5749.5
2-May-11,5701.3
3-May-11,5565.2
4-May-11,5537.1
5-May-11,5459.8
6-May-11,5551.4
9-May-11,5551.1
10-May-11,5541.2
11-May-11,5565
12-May-11,5486.1
13-May-11,5544.7
16-May-11,5499
17-May-11,5438.9
18-May-11,5420.6
19-May-11,5428.1
20-May-11,5486.3
23-May-11,5386.5
24-May-11,5394.8
25-May-11,5348.9
26-May-11,5412.3
27-May-11,5476.1
30-May-11,5473.1
31-May-11,5560.1
1-Jun-11,5592
2-Jun-11,5550.3
3-Jun-11,5516.7
6-Jun-11,5532
7-Jun-11,5556.1
8-Jun-11,5526.8
9-Jun-11,5521
10-Jun-11,5485.8
13-Jun-11,5482.8
14-Jun-11,5500.5
15-Jun-11,5447.5
16-Jun-11,5396.7
17-Jun-11,5366.4
20-Jun-11,5257.9
21-Jun-11,5275.8
22-Jun-11,5278.3
23-Jun-11,5320
24-Jun-11,5471.2
27-Jun-11,5526.6
28-Jun-11,5545.3
29-Jun-11,5600.4
30-Jun-11,5647.4
1-Jul-11,5627.2
4-Jul-11,5650.5
5-Jul-11,5632.1
6-Jul-11,5625.4
7-Jul-11,5728.9
8-Jul-11,5660.6
11-Jul-11,5616.1
12-Jul-11,5526.1
13-Jul-11,5585.4
14-Jul-11,5599.8
15-Jul-11,5581.1
18-Jul-11,5567
19-Jul-11,5613.5
20-Jul-11,5567
21-Jul-11,5541.6
22-Jul-11,5633.9
25-Jul-11,5680.3
26-Jul-11,5574.8
27-Jul-11,5546.8
28-Jul-11,5487.7
29-Jul-11,5482
1-Aug-11,5516.8
2-Aug-11,5456.5
3-Aug-11,5404.8
4-Aug-11,5331.8
5-Aug-11,5211.2
8-Aug-11,5118.5
9-Aug-11,5072.8
10-Aug-11,5161
11-Aug-11,5138.3
12-Aug-11,5072.9
16-Aug-11,5035.8
17-Aug-11,5056.6
18-Aug-11,4944.1
19-Aug-11,4845.6
22-Aug-11,4898.8
23-Aug-11,4948.9
24-Aug-11,4888.9
25-Aug-11,4839.6
26-Aug-11,4747.8
29-Aug-11,4919.6
30-Aug-11,5001
2-Sep-11,5040
5-Sep-11,5017.2
6-Sep-11,5064.3
7-Sep-11,5124.6
8-Sep-11,5153.2
9-Sep-11,5059.4
12-Sep-11,4946.8
13-Sep-11,4940.9
14-Sep-11,5012.5
15-Sep-11,5075.7
16-Sep-11,5084.2
19-Sep-11,5031.9
20-Sep-11,5140.2
21-Sep-11,5133.2
22-Sep-11,4923.6
23-Sep-11,4867.7
26-Sep-11,4835.4
27-Sep-11,4971.2
28-Sep-11,4945.9
29-Sep-11,5015.4
30-Sep-11,4943.2
3-Oct-11,4849.5
4-Oct-11,4772.1
5-Oct-11,4751.3
7-Oct-11,4888
10-Oct-11,4979.6
11-Oct-11,4974.3
12-Oct-11,5099.4
13-Oct-11,5077.8
14-Oct-11,5132.3
17-Oct-11,5118.2
18-Oct-11,5037.5
19-Oct-11,5139.1
20-Oct-11,5091.9
21-Oct-11,5049.9
24-Oct-11,5098.3
25-Oct-11,5191.6
26-Oct-11,5201.8
28-Oct-11,5360.7
31-Oct-11,5326.6
1-Nov-11,5257.9
2-Nov-11,5258.4
3-Nov-11,5265.7
4-Nov-11,5284.2
8-Nov-11,5289.3
9-Nov-11,5221
11-Nov-11,5168.8
14-Nov-11,5148.3
15-Nov-11,5068.5
16-Nov-11,5030.4
17-Nov-11,4934.7
18-Nov-11,4905.8
21-Nov-11,4778.3
22-Nov-11,4812.3
23-Nov-11,4706.4
24-Nov-11,4756.4
25-Nov-11,4710
28-Nov-11,4851.3
29-Nov-11,4805.1
30-Nov-11,4832
1-Dec-11,4936.8
2-Dec-11,5050.1
5-Dec-11,5039.1
7-Dec-11,5062.6
8-Dec-11,4943.6
9-Dec-11,4866.7
12-Dec-11,4764.6
13-Dec-11,4800.6
14-Dec-11,4763.2
15-Dec-11,4746.3
16-Dec-11,4651.6
19-Dec-11,4613.1
20-Dec-11,4544.2
21-Dec-11,4693.1
22-Dec-11,4733.8
23-Dec-11,4714
26-Dec-11,4779
27-Dec-11,4750.5
28-Dec-11,4705.8
29-Dec-11,4646.2
30-Dec-11,4624.3
2-Jan-12,4636.7
3-Jan-12,4765.3
4-Jan-12,4749.6
5-Jan-12,4749.9
6-Jan-12,4754.1
7-Jan-12,4746.9
9-Jan-12,4742.8
10-Jan-12,4849.5
11-Jan-12,4860.9
12-Jan-12,4831.2
13-Jan-12,4866
16-Jan-12,4873.9
17-Jan-12,4967.3
18-Jan-12,4955.8
19-Jan-12,5018.4
20-Jan-12,5048.6
23-Jan-12,5046.2
24-Jan-12,5127.3
25-Jan-12,5158.3
27-Jan-12,5204.7
30-Jan-12,5087.3
31-Jan-12,5199.2
1-Feb-12,5235.7
2-Feb-12,5269.9
3-Feb-12,5325.8
6-Feb-12,5361.6
7-Feb-12,5335.1
8-Feb-12,5368.1
9-Feb-12,5412.3
10-Feb-12,5381.6
13-Feb-12,5390.2
14-Feb-12,5416
15-Feb-12,5531.9
16-Feb-12,5521.9
17-Feb-12,5564.3
21-Feb-12,5607.1
22-Feb-12,5505.3
23-Feb-12,5483.3
24-Feb-12,5429.3
27-Feb-12,5281.2
28-Feb-12,5375.5
29-Feb-12,5385.2
1-Mar-12,5339.7
2-Mar-12,5359.3
3-Mar-12,5359.4
5-Mar-12,5280.3
6-Mar-12,5222.4
7-Mar-12,5220.4
9-Mar-12,5333.5
12-Mar-12,5359.5
13-Mar-12,5429.5
14-Mar-12,5463.9
15-Mar-12,5380.5
16-Mar-12,5317.9
19-Mar-12,5257
20-Mar-12,5274.8
21-Mar-12,5364.9
22-Mar-12,5228.4
23-Mar-12,5278.2
26-Mar-12,5184.2
27-Mar-12,5243.1
28-Mar-12,5194.7
29-Mar-12,5178.8
30-Mar-12,5295.5
2-Apr-12,5317.9
3-Apr-12,5358.5
4-Apr-12,5322.9
9-Apr-12,5234.4
10-Apr-12,5243.6
11-Apr-12,5226.8
12-Apr-12,5276.8
13-Apr-12,5207.4
16-Apr-12,5226.2
17-Apr-12,5289.7
18-Apr-12,5300
19-Apr-12,5332.4
20-Apr-12,5290.8
23-Apr-12,5200.6
24-Apr-12,5222.6
25-Apr-12,5202
26-Apr-12,5189
27-Apr-12,5190.6
28-Apr-12,5209
30-Apr-12,5248.1
2-May-12,5239.1
3-May-12,5188.4
4-May-12,5086.8
7-May-12,5114.1
8-May-12,4999.9
9-May-12,4974.8
10-May-12,4965.7
11-May-12,4928.9
14-May-12,4907.8
15-May-12,4942.8
16-May-12,4858.2
17-May-12,4870.2
18-May-12,4891.4
21-May-12,4906
22-May-12,4860.5
23-May-12,4835.6
24-May-12,4921.4
25-May-12,4920.4
28-May-12,4985.6
29-May-12,4990.1
30-May-12,4950.7
31-May-12,4924.2
1-Jun-12,4841.6
4-Jun-12,4848.1
5-Jun-12,4863.3
6-Jun-12,4997.1
7-Jun-12,5049.6
8-Jun-12,5068.3
11-Jun-12,5054.1
12-Jun-12,5115.9
13-Jun-12,5121.4
14-Jun-12,5054.7
15-Jun-12,5139
18-Jun-12,5064.2
19-Jun-12,5103.8
20-Jun-12,5120.5
21-Jun-12,5165
22-Jun-12,5146
25-Jun-12,5114.6
26-Jun-12,5120.8
27-Jun-12,5141.9
28-Jun-12,5149.1
29-Jun-12,5278.9
2-Jul-12,5278.6
3-Jul-12,5287.9
4-Jul-12,5302.5
5-Jul-12,5327.3
6-Jul-12,5316.9
9-Jul-12,5275.1
10-Jul-12,5345.3
11-Jul-12,5306.3
12-Jul-12,5235.2
13-Jul-12,5227.2
16-Jul-12,5197.2
17-Jul-12,5192.8
18-Jul-12,5216.3
19-Jul-12,5242.7
20-Jul-12,5205.1
23-Jul-12,5117.9
24-Jul-12,5128.2
25-Jul-12,5109.6
26-Jul-12,5043
27-Jul-12,5099.8
30-Jul-12,5199.8
31-Jul-12,5229
1-Aug-12,5240.5
2-Aug-12,5227.7
3-Aug-12,5215.7
6-Aug-12,5282.5
7-Aug-12,5336.7
8-Aug-12,5338
9-Aug-12,5322.9
10-Aug-12,5320.4
13-Aug-12,5347.9
14-Aug-12,5380.3
16-Aug-12,5362.9
17-Aug-12,5366.3
21-Aug-12,5421
22-Aug-12,5412.8
23-Aug-12,5415.3
24-Aug-12,5386.7
27-Aug-12,5350.2
28-Aug-12,5334.6
29-Aug-12,5287.8
30-Aug-12,5315
31-Aug-12,5258.5
3-Sep-12,5253.7
4-Sep-12,5274
5-Sep-12,5225.7
6-Sep-12,5238.4
7-Sep-12,5342.1
8-Sep-12,5358.7
10-Sep-12,5363.4
11-Sep-12,5390
12-Sep-12,5431
13-Sep-12,5435.3
14-Sep-12,5577.6
17-Sep-12,5610
18-Sep-12,5600
20-Sep-12,5554.2
21-Sep-12,5691.1
24-Sep-12,5669.6
25-Sep-12,5673.9
26-Sep-12,5663.4
27-Sep-12,5649.5
28-Sep-12,5703.3
1-Oct-12,5718.8
3-Oct-12,5731.2
4-Oct-12,5787.6
5-Oct-12,5746.9
8-Oct-12,5676
9-Oct-12,5704.6
10-Oct-12,5652.1
11-Oct-12,5708
12-Oct-12,5676
15-Oct-12,5687.2
16-Oct-12,5648
17-Oct-12,5660.2
18-Oct-12,5718.7
19-Oct-12,5684.2
22-Oct-12,5717.1
23-Oct-12,5691.4
25-Oct-12,5705.3
26-Oct-12,5664.3
29-Oct-12,5665.6
30-Oct-12,5597.9
31-Oct-12,5619.7
1-Nov-12,5645
2-Nov-12,5697.7
5-Nov-12,5704.2
6-Nov-12,5724.4
7-Nov-12,5760.1
8-Nov-12,5738.7
9-Nov-12,5686.2
12-Nov-12,5683.7
13-Nov-12,5666.9
15-Nov-12,5631
16-Nov-12,5574
19-Nov-12,5571.4
20-Nov-12,5571.5
21-Nov-12,5614.8
22-Nov-12,5627.7
23-Nov-12,5626.6
26-Nov-12,5635.9
27-Nov-12,5727.4
29-Nov-12,5825
30-Nov-12,5879.8
3-Dec-12,5870.9
4-Dec-12,5889.2
5-Dec-12,5900.5
6-Dec-12,5930.9
7-Dec-12,5907.4
10-Dec-12,5908.9
11-Dec-12,5898.8
12-Dec-12,5888
13-Dec-12,5851.5
14-Dec-12,5879.6
17-Dec-12,5857.9
18-Dec-12,5896.8
19-Dec-12,5929.6
20-Dec-12,5916.4
21-Dec-12,5847.7
24-Dec-12,5855.7
26-Dec-12,5905.6
27-Dec-12,5870.1
28-Dec-12,5908.3
31-Dec-12,5905.1
1-Jan-13,5950.8
2-Jan-13,5993.2
3-Jan-13,6009.5
4-Jan-13,6016.1
7-Jan-13,5988.4
8-Jan-13,6001.7
9-Jan-13,5971.5
10-Jan-13,5968.6
11-Jan-13,5951.3
14-Jan-13,6024
15-Jan-13,6056.6
16-Jan-13,6001.8
17-Jan-13,6039.2
18-Jan-13,6064.4
21-Jan-13,6082.3
22-Jan-13,6048.5
23-Jan-13,6054.3
24-Jan-13,6019.3
25-Jan-13,6074.6
28-Jan-13,6074.8
29-Jan-13,6049.9
30-Jan-13,6055.7
31-Jan-13,6034.7
1-Feb-13,5998.9
4-Feb-13,5987.2
5-Feb-13,5956.9
6-Feb-13,5959.2
7-Feb-13,5938.8
8-Feb-13,5903.5
11-Feb-13,5897.8
12-Feb-13,5922.5
13-Feb-13,5932.9
14-Feb-13,5896.9
15-Feb-13,5887.4
18-Feb-13,5898.2
19-Feb-13,5939.7
20-Feb-13,5943
21-Feb-13,5852.2
22-Feb-13,5850.3
25-Feb-13,5854.7
26-Feb-13,5761.3
27-Feb-13,5796.9
28-Feb-13,5693
1-Mar-13,5719.7
4-Mar-13,5698.5
5-Mar-13,5784.2
6-Mar-13,5818.6
7-Mar-13,5863.3
8-Mar-13,5945.7
11-Mar-13,5942.3
12-Mar-13,5914.1
13-Mar-13,5851.2
14-Mar-13,5908.9
15-Mar-13,5872.6
18-Mar-13,5835.2
19-Mar-13,5745.9
20-Mar-13,5694.4
21-Mar-13,5658.7
22-Mar-13,5651.3
25-Mar-13,5633.8
26-Mar-13,5641.6
28-Mar-13,5682.5
1-Apr-13,5704.4
2-Apr-13,5748.1
3-Apr-13,5672.9
4-Apr-13,5574.7
5-Apr-13,5553.2
8-Apr-13,5542.9
9-Apr-13,5495.1
10-Apr-13,5558.7
11-Apr-13,5594
12-Apr-13,5528.5
15-Apr-13,5568.4
16-Apr-13,5688.9
17-Apr-13,5688.7
18-Apr-13,5783.1
22-Apr-13,5834.4
23-Apr-13,5836.9
25-Apr-13,5916.3
26-Apr-13,5871.4
29-Apr-13,5904.1
30-Apr-13,5930.2
2-May-13,5999.3
3-May-13,5944
6-May-13,5971
7-May-13,6043.5
8-May-13,6069.3
9-May-13,6050.1
10-May-13,6094.7
11-May-13,6107.2
13-May-13,5980.4
14-May-13,5995.4
15-May-13,6146.7
16-May-13,6169.9
17-May-13,6187.3
20-May-13,6156.9
21-May-13,6114.1
22-May-13,6094.5
23-May-13,5967
24-May-13,5983.5
27-May-13,6083.1
28-May-13,6111.2
29-May-13,6104.3
30-May-13,6124
31-May-13,5985.9
3-Jun-13,5939.3
4-Jun-13,5919.4
5-Jun-13,5923.8
6-Jun-13,5921.4
7-Jun-13,5881
10-Jun-13,5878
11-Jun-13,5788.8
12-Jun-13,5760.2
13-Jun-13,5699.1
14-Jun-13,5808.4
17-Jun-13,5850
18-Jun-13,5813.6
19-Jun-13,5822.2
20-Jun-13,5655.9
21-Jun-13,5667.6
24-Jun-13,5590.2
25-Jun-13,5609.1
26-Jun-13,5588.7
27-Jun-13,5682.3
28-Jun-13,5842.2
1-Jul-13,5898.8
2-Jul-13,5857.5
3-Jul-13,5770.9
4-Jul-13,5836.9
5-Jul-13,5867.9
8-Jul-13,5811.5
9-Jul-13,5859
10-Jul-13,5816.7
11-Jul-13,5935.1
12-Jul-13,6009
15-Jul-13,6030.8
16-Jul-13,5955.2
17-Jul-13,5973.3
18-Jul-13,6038
19-Jul-13,6029.2
22-Jul-13,6031.8
23-Jul-13,6077.8
24-Jul-13,5990.5
25-Jul-13,5907.5
26-Jul-13,5886.2
29-Jul-13,5831.6
30-Jul-13,5755
31-Jul-13,5742
1-Aug-13,5727.8
2-Aug-13,5677.9
5-Aug-13,5685.4
6-Aug-13,5542.2
7-Aug-13,5519.1
8-Aug-13,5565.6
12-Aug-13,5612.4
13-Aug-13,5699.3
14-Aug-13,5742.3
16-Aug-13,5507.8
19-Aug-13,5414.7
20-Aug-13,5401.4
21-Aug-13,5302.5
22-Aug-13,5408.4
23-Aug-13,5471.7
26-Aug-13,5476.5
27-Aug-13,5287.4
28-Aug-13,5285
29-Aug-13,5409
30-Aug-13,5471.8
2-Sep-13,5550.7
3-Sep-13,5341.4
4-Sep-13,5448.1
5-Sep-13,5592.9
6-Sep-13,5680.4
10-Sep-13,5896.7
11-Sep-13,5913.1
12-Sep-13,5850.7
13-Sep-13,5850.6
16-Sep-13,5840.5
17-Sep-13,5850.2
18-Sep-13,5899.4
19-Sep-13,6115.5
20-Sep-13,6012.1
23-Sep-13,5889.7
24-Sep-13,5892.4
25-Sep-13,5873.8
26-Sep-13,5882.2
27-Sep-13,5833.2
30-Sep-13,5735.3
1-Oct-13,5780
3-Oct-13,5909.7
4-Oct-13,5907.3
7-Oct-13,5906.1
8-Oct-13,5928.4
9-Oct-13,6007.4
10-Oct-13,6020.9
11-Oct-13,6096.2
14-Oct-13,6112.7
15-Oct-13,6089
17-Oct-13,6045.8
18-Oct-13,6189.3
21-Oct-13,6204.9
22-Oct-13,6202.8
23-Oct-13,6178.3
24-Oct-13,6164.3
25-Oct-13,6144.9
28-Oct-13,6101.1
29-Oct-13,6220.9
30-Oct-13,6251.7
31-Oct-13,6299.1
1-Nov-13,6307.2
3-Nov-13,6317.3
5-Nov-13,6253.1
6-Nov-13,6215.1
7-Nov-13,6187.2
8-Nov-13,6140.7
11-Nov-13,6078.8
12-Nov-13,6018
13-Nov-13,5989.6
14-Nov-13,6056.1
18-Nov-13,6189
19-Nov-13,6203.3
20-Nov-13,6122.9
21-Nov-13,5999
22-Nov-13,5995.4
25-Nov-13,6115.3
26-Nov-13,6059.1
27-Nov-13,6057.1
28-Nov-13,6091.8
29-Nov-13,6176.1
2-Dec-13,6217.8
3-Dec-13,6201.8
4-Dec-13,6160.9
5-Dec-13,6241.1
6-Dec-13,6259.9
9-Dec-13,6363.9
10-Dec-13,6332.8
11-Dec-13,6307.9
12-Dec-13,6237
